year,month,ppt,tmin,tmean,tmax
2009,9,218.25,24.4,28.4,32.4
2009,10,53.81,22.6,27.1,31.7
2009,11,34.89,18.3,23.2,28.1
2009,12,63.51,16.3,21.1,25.9
2010,1,29.15,10.6,16.3,21.9
2010,2,92,10.8,16.5,22.2
2010,3,136.61,12.5,18.1,23.7
2010,4,120.79,18.7,23.2,27.6
2010,5,70.8,22.6,27,31.4
2010,6,101.15,24.9,29.4,34
2010,7,176.33,24.9,29.3,33.6
2010,8,257.22,24.8,29.3,33.8
2010,9,157.88,24.5,28.5,32.6
2010,10,7.53,21.1,25.8,30.6
2010,11,29.48,17.2,22.3,27.5
2010,12,16.57,8,14.9,21.8
2011,1,34.32,11.9,18.2,24.5
2011,2,1.25,14.8,20.8,26.8
2011,3,67.24,15.7,21.9,28.1
2011,4,60.33,19.7,25.7,31.6
2011,5,56.33,20.7,26.1,31.6
2011,6,169.13,22.8,28,33.1
2011,7,215.31,24.2,28.7,33.2
2011,8,239.67,24.7,29,33.3
2011,9,179.7,24.3,28.5,32.7
2011,10,336.4,21.3,25.3,29.3
2011,11,16.48,19.1,23.4,27.6
2011,12,10.26,17,21.6,26.1
2012,1,0.02,13.3,19.1,25
2012,2,42.9,17,21.8,26.6
2012,3,39.12,18,23.1,28.2
2012,4,160.27,17.9,23.4,28.9
2012,5,224.08,21.7,26.2,30.6
2012,6,110.75,23.6,27.6,31.6
2012,7,152.41,24.1,28.5,33
2012,8,235.7,24.4,28.7,33.1
2012,9,124.37,23.9,27.9,32
2012,10,105.61,21.9,26,30.1
2012,11,1.53,15.5,20.8,26
2012,12,18.82,15.9,21.1,26.3
2013,1,4.55,17.1,22,26.9
2013,2,32.05,15.3,20.8,26.2
2013,3,9.7,12.5,18.5,24.5
2013,4,150.27,19.7,24.5,29.3
2013,5,171.95,20.6,25.3,30
2013,6,185.33,24.1,27.9,31.6
2013,7,313.2,24,27.8,31.5
2013,8,115.13,24.9,28.7,32.6
2013,9,182.86,23.8,27.7,31.7
2013,10,26.29,22.1,26.4,30.7
2013,11,87.84,20,24,28
2013,12,8.05,18.6,22.8,27.1
2014,1,44.27,13.5,18.6,23.8
2014,2,31.47,17.1,22.4,27.8
2014,3,32.37,16.3,21.8,27.2
2014,4,24.1,19,24.1,29.3
2014,5,86.4,21.1,25.9,30.7
2014,6,207.18,22.2,27,31.9
2014,7,135.65,24.1,28.4,32.8
2014,8,288.05,24.7,29,33.3
2014,9,185.9,23.9,27.7,31.6
2014,10,20.56,21.5,25.9,30.4
2014,11,67.06,16.6,21.4,26.1
2014,12,16.52,15.5,20.5,25.6
2015,1,10.23,15.5,20.4,25.2
2015,2,33.31,12.7,18.5,24.3
2015,3,25.52,18.6,23.8,29.1
2015,4,90.77,20.9,25.9,30.9
2015,5,62.97,21.2,26,30.9
2015,6,135.49,23.6,28,32.3
2015,7,144.54,24.1,28.6,33.1
2015,8,137.5,24.4,28.8,33.3
2015,9,354.16,24.3,28.3,32.3
2015,10,117.03,22.9,26.7,30.6
2015,11,88.94,21.8,25.5,29.3
2015,12,97.11,21.3,24.5,27.7
2016,1,270.08,14.4,18.8,23.2
2016,2,77.94,14.3,19,23.6
2016,3,26.11,19.3,23.6,27.9
2016,4,13.73,19.5,24.3,29
2016,5,204,21.6,26.2,30.8
2016,6,162.26,24.4,28.4,32.3
2016,7,191.41,25.3,29.4,33.5
2016,8,368.43,24.9,29,33
2016,9,178.9,24.6,28.5,32.3
2016,10,191.26,22.6,26.2,29.8
2016,11,1.75,18,22.7,27.4
2016,12,67.06,19.5,23.6,27.7
2017,1,54.44,15.1,20.5,25.9
2017,2,16.56,16.2,21.9,27.5
2017,3,38.83,16.3,21.8,27.3
2017,4,74.57,19.5,24.4,29.2
2017,5,106.55,21.5,26.7,32
2017,6,527.13,24.4,27.9,31.3
2017,7,249.72,25.3,29.1,32.9
2017,8,171.17,25.3,29,32.6
2017,9,312.18,25.4,28.8,32.3
2017,10,233.44,22.7,26.1,29.4
2017,11,25.8,19.7,23.7,27.7
2017,12,25.74,15.5,20.7,25.9
2018,1,16.89,13.3,18.2,23.1
2018,2,2.64,19,23.4,27.8
2018,3,20.77,14.4,20.6,26.7
2018,4,83.09,18.7,24.5,30.3
2018,5,349.23,21.9,25.6,29.2
2018,6,178.77,24,28.1,32.2
2018,7,249.57,24.6,28.8,33
2018,8,120.63,24.8,28.7,32.5
2018,9,168.24,24.9,28.6,32.4
2018,10,12.36,23.3,27.3,31.3
2018,11,56.42,19.4,24.1,28.8
2018,12,21.39,15.9,21,26
2019,1,110.77,13.2,18.9,24.6
2019,2,76.05,18.7,23.2,27.6
2019,3,42.04,17.4,22.4,27.4
2019,4,69.82,19.8,24.7,29.6
2019,5,166.01,22.2,26.8,31.3
2019,6,204.95,24,28.6,33.2
2019,7,188.12,24.8,29,33.2
2019,8,282.3,24.9,28.8,32.7
2019,9,56.22,24.9,28.7,32.5
2019,10,95.38,24.3,28,31.6
2019,11,24.15,18.5,23.2,28
2019,12,63.61,17.2,21.8,26.5
2020,1,10.1,15.2,20.5,25.7
2020,2,46.46,16.6,21.7,26.7
2020,3,5.54,18,23.4,28.7
2020,4,68.33,21.4,26.7,32
2020,5,313.82,20.9,25.7,30.4
2020,6,242.91,24.7,28.5,32.3
2020,7,290.14,24.6,28.8,33
2020,8,212.23,25.7,29.6,33.5
2020,9,264.01,25,28.6,32.2
2020,10,188.98,24.2,27.4,30.6
2020,11,408.72,21.5,24.8,28.1
2020,12,62.99,14,19.1,24.2
2021,1,6.35,13.9,19.2,24.4
2021,2,23.96,18,22.6,27.3
2021,3,41.65,17.9,22.9,27.9
2021,4,67.38,18.7,24.1,29.4
2021,5,22.21,21.5,26.4,31.3
2021,6,226.3,23.6,27.6,31.6
2021,7,225.61,24.2,28.3,32.5
2021,8,184.73,25,29,32.9
2021,9,223,23.9,28,32.2
2021,10,82.01,22.7,27.1,31.4
2021,11,99.56,17.9,22.1,26.2
2021,12,10.18,17.7,22.7,27.6
